score,text,Topics
1,   girl  yong  rebuttal  mo  pang  kpop  get   ,Political stance
2, breaking  pres  duterte  problema  gordon  ipinaaresto  faeldon  via   ,Political stance
1, marcos  duterte  tatay  mo  ayaw  mo  sumunod  yapak  masusunod  ba  commandment  honoring  parent  right  thing  guess  bang  mong  ireconcile  faith  mo   ,Political stance
1, hinamon  pangulong  rodrigo  duterte  si  senador  gordon  mag  one  one  maglaban  puwesto  barangay  captain  tunaynatabloidista  abantenews ,Political stance
1, gordon  dare  bully  duterte  worst  scared  via   ,Political stance
1, sadly  probably  prepare  coming  vp  duterte ,Political stance
2,   coward  sen  richard  gordon  dared  pres  rodrigo  duterte  fulfill  promise  worst  noting  president  default  criticized  policy  read   ,Government Policies
1, president  rodrigo  roa  duterte  meet  several  cabinet  member  discus  latest  development  government  response  covid  19  important  matter  national  concern  talk  people  week  informinforminform  covid19ph   ,Government Policies
1,   read  doj  chief  say  duterte  speak  ph  drug  war  review  unga  speech   ,Political stance
1,   sisingsisi  ngayun  si  duterte  nya  sinama  pangalan  dick  senatorial  glitch  nun  2019  ngayun  di  k  pede  mamuyboy   ,Political stance
1,   doc  paki  rewire  utak  duterte  short  circuit  eh   ,Political stance
1, president  rodrigo  duterte  dedicated  bulk  monday  night  public  address  bashing  senator  dick  gordon  blue  ribbon  committee  yet  abogadonews  davao ,Political stance
2, wtf  ten  reason  duterte  lgbt  icon   ,Political stance
1, duterte  pacquiao  incompetent  one  worse  people  ever  justifies  hatred  vote  marcos  different   ,Political stance
1, kaakibat  pagsigaw  neveragain  pagtindig  kasama  magsasaka  manggagawa  tungo  landas  pambansang  demokrasya  sisigurong  muling  magkakaroon  tiranong  nina  marcos  duterte   ,Political stance
1, naman  kaakibat  paggunita  bayanit  martir  magiting  lumaban  diktadurya  marcos  pagpapatuloy  ganap  pagbunot  parehong  ugat  kahirapan  kinakaharap  duterte   ,Political stance
1, kay  marcos  kay  duterte  parehong  sulurinanin  rin  kinakaharap  magsasaka  aping  mamamyan  patuloy  pagsasamantala  asyenda  plantasyon   ,Political stance
1, remembered  share  post  fb  duterte  incompetent  last  november  typhoon  hit  ph  many  people  died  flood  tito  pmed  fb  told  stop  siding  dilawans  hayaan  nalang  gobyerno  like  wtf   ,Political stance
1, current  de  facto  martial  law  undeniable  current  duterte  administration  exhibit  apparent  similarity  continues  oppressive  ruling  commemoration  martial  law  declaration  let  u  debunk  myth  behind  reign  terror   ,Government Policies
2, nunca  ma  49th  anniversary  martial  law  imposition  country  gabriela  reiterates  unity  filipino  people  condemning  pro  imperialist  fascist  marcos  duplicate  current  duterte  regime  neveragain  neverforget  dutertewakasan   ,Filipino Political News
1,   picture  pi  nost  mo  meron  bang  project  si  duterte  dyan  ribbon  cutter  lang  role  nya  mahiya  naman  kayo  bayaran   ,Political stance
2, bet  si  mayor  inday  sara  duterte  carpio  pangulo  bansa  magawa  rin  buong  pilipinas   ,Political stance
1,   course  would  duterte  tried  world  court  found  guilty  unlawful  crime  humanity  fato  would  also  guilty  default   ,Government Policies
1, president  duterte  received  report  review  conducted  department  justice  doj  52  case  police  anti  illegal  drug  operation  resulted  death  read   ,Government Policies
2,   saff44  hacienda  luicita  massacre  kidapawan  massacre  mendiola  massacre  yolanda  victim  dengvaxia  victim  30  journalist  killed  aquino  regime  learn  truth  learn  true  history  never  fooled   ,Election
1,   di  naman  yan  mapipinal  hanayan  kandidato  huling  araw  filing  candidacy  si  duterte  nga  noong  2016  dedlayn  substitution  mahalaga  dyan  makabuo  pagkakaisang  kontra  du30  itong  burges  oposisyon  magkaroon  fighting  chamce ,Political stance
2, nauulit  ulit  rehimeng  duterte  marahas  anti  poor  polisiya  biyolenteng  solusyon  patahimikin  masa ,Political stance
2, tang  ina  era  56  75  lang  hahaha  di  pakami  buhay  niyan  okay  kay  duterte  hahaah ,Political stance
1, 12  interesado  si  pangulong  rodrigo  duterte  malaman  ginamit  senador  gordon  umanoy  p88  million  peso  priority  development  assistance  fund  pdaf  tunaynatabloidista  abantenews  davao ,Government Policies
1, get  tong  agency  kayamot  sobrang  bwisit  blurted  kwenta  gov  agency  duterte ,Political stance
1, ayaw  tatay  kay  duterte  kay  bongbong  marcos  make  make  sense   ,Election
2, marcos  duterte  pinag  parehong  diktador  parehong  pasista  neveragain ,Filipino Political News
2, nagawa  ba  duterte  administration  oo  yung  smoking  joke  mag  trabaho  naman  sya  virus  kay  pmarcos  huling  mega  project  nalang  ulit  nasundan  sinu  tunay  malasakit  pilipinas  wag  iboto  maysariling  interes ,President
2, marcos  duterte  pinag  pasistang  diktador  pabagsakin  neveragain  marcosnotahero   ,Filipino Political News
2, happening  49th  anniversary  martial  law  progressive  group  mass  carriedo  protest  dutertes  de  facto  dictatorship  group  call  realignment  ntf  elcac  budget  aid  health  service  safe  resumption  class  neveragain  neverforget   ,President
1,   duterte  unpredictable  take  u  turn  quickly  jump  lap  china  trustworthy  guy   ,Political stance
2,   yes  sir  go  inutil  bully  duterte  actually  coward  expose  people  waiting  listening   ,Filipino Political News
1, look  president  rodrigo  roa  duterte  said  directed  cabinet  secretary  take  immediate  action  obtain  medical  equipment  ppe  face  mask  protect  health  worker  save  filipino  life  workingpcoo  weriseasone  covid19ph   ,Filipino Political News
1, tingnan  inatasan  pangulong  rodrigo  roa  duterte  gabinete  umaksyon  agad  makakuha  medical  equipment  gaya  ppes  face  mask  upang  maprotektahan  healthcare  worker  mailigtas  buhay  pilipino  workingpcoo  weriseasone  covid19ph   ,Political stance
1, learned  new  word  interview  sunday  night  kamisadentro  watch  sen  gordon  pharmally  deal  duterte  tirade  mangahas  interview   ,Government Policies
1, sen  richard  gordon  urged  president  duterte  job  philippine  president  instead  protecting  chinese  businessmen  tagged  alleged  corruption  covid19  fund  read   ,Government Policies
1,   bibi  one  really  question  meaning  never  duterte  administration   ,Government Policies
1,   doc  mamiss  nyo  po  pinas  naghihirap  pinoy  ung  economic  adviser  duterte  puro  naka  porsche  hohoho ,Political stance
2, bitbit  ibat  ibang  panawagan  mariing  kinokondena  grupo  kriminal  kabataan  duterte  ngayong  pandemya  pang  paglabag  karapatang  pantao  neveragain  dutertewakasan   ,Filipino Political News
2, tingnan  ika  49  anibersaryo  bata  militar  nagtitipon  ibat  ibang  sektor  escolta  st  manila  upang  labanan  diktadura  rehimeng  duterte  setyembre  21  neveragain  abolishntfelcac  dutertewakasan   ,Filipino Political News
1, senator  richard  gordon  made  remark  opening  speech  senate  probe  alleged  overpriced  pandemic  supply  recall  president  rodrigo  duterte  previous  public  address  told  gordon  worst  continue  quarrel   ,Government Policies
1, funny  lang  kay  fam  duterte  esp  iya  mader  nag  lead  kakson  pwesto  si  marcos  nga  diktador  without  knowing  nga  iya  bata  ma  worst  gali  future ,Election
2, karahasan  kahirapan  kawalang  kalayaan  umiral  bansa  noong  bata  militar  naranasan  pilipino  aspektong  pagpatay  paniniil  pagnanakaw  pag  utang  nalalayo  si  duterte  diktador  si  marcos  neveragain  neverforget   ,President
1, natin  ipagdiwang  ipagpasalamat  kay  dating  pangulong  marcos  pagdedeklara  martial  law  save  tayong  pamumuno  komunistang  gobyerno  baka  mahalintulad  bansang  cuba  north  korea  thanks  apo  marcos  malasakit  bansa   ,Political stance
1, paggunita  ika  49  anibersaryo  bata  militar  tingnan  pagkakatulad  dalawang  pasistang  rehimen  nina  marcos  duterte  batay  impormasyon  datos  ibang  aspekto  impormasyon  izel  fernandez  disenyo  rizza  montoya  sofia  trajano   ,Political stance
1, buklod  cssp  join  campaign  destroy  illusion  propaganda  marcos  duterte  regime  unite  progressive  society  equitable  economic  development  historical  revisionism  neveragain  neverforget   ,President
2, giit  sen  ronald  bato  dela  rosa  nalabag  karapatang  pantao  giyera  kontra  droga  administrasyong  duterte  si  dela  rosa  nagsilbing  hepe  philippine  national  police  nang  ilunsad  gobyerno  war  drug  related   ,Government Policies
1, filipino  canadian  activist  call  countryman  forget  horror  dictator  ferdinand  marcos  martial  law  regime  also  note  supposed  similarity  duterte  administration  hector  docto  report  tfcnews  watch   ,President
1,   nakikita  sadyang  nagbubulagbulagan  lang  kandidatong  galit  duterte  admin  lalo  itong  yellowtards  infrastructure  nagawa  duterte  govt  khit  tv  station  yan  ibinabalita  khit  dumadaan  d2  insecure ,Political stance
1, bad  u  thought  elected  good  people  represent  u  didnt  know  elected  people  defend  master  duterte  cost  expense   ,Government Policies
1, natin  ipagdiwang  martial  law  sapagkat  iniligtas  pagiging  komunistang  bansa  kungdi  dating  pangulong  marcos  malamang  ala  cuba  china  russia  north  korea  sana  bawal  magsalita  pinuno  bansa   ,Political stance
1,   daw  namatay  drug  war  duterte  30  000   ,Government Policies
1,   accountability  ba  kamo  paki  explain  yung  5  year  pinabayaan  mong  maglamyerda  si  duterte  hirap  kailan  mag  e  eleksyon  tsaka  mag  tatapang  tapangan ,Political stance
1, kitang  kita  problemang  kinakaharap  natin  patuloy  pinapatahimik  pinipigilan  akademikong  kalayaan  loob  pamantasan  upang  wala  nang  tumutol  paghahari  rehimeng  duterte  neverforget  neveragain  endmartiallaw  dutertewakasan ,Filipino Political News
2,   kayo  ipapasara  marcos  duterte  wala  kayo  kinikilingan  political  party  eh  meron  asan  publicservice  neutrality  dun  yestoabscbnshutdown  neverforget  marcosparin ,Political stance
1,   afraid  stand  duterte   ,Political stance
1,   many  political  dynasty  right  like  dutertes  started  political  career  rodrigo  duterte  appointed  oic  vice  mayor  cory  duterte  coddled  marcoses  forgetting  rose  power  first  place   ,Political stance
1,   granny  simple  lang  pagkwenta  dyan  yung  14m  leni  solid  yun  plus  yung  almost  900k  trillanes  isama  yung  nagising  16m  nabudol  duterte   ,Political stance
2, president  rodrigo  duterte  bully  sen  richard  gordon  said  hour  chief  executive  lambasted  senate  investigation  alleged  irregularity  procurement  country  pandemic  supply  read   ,Government Policies
1, duterte  persona  non  grata  gordon  said  he  interested  run  pres  hence  senate  investigation  continues  even  iota  evidence  wrongdoing  unearthed  dishonorable  senator  conflicted  interest  free  medium   ,Government Policies
1,   sure  ba  si  harvey  keh  heaven  napunta  si  jessie  robredo  medyo  sure  si  pnoy  dinky  malabo   ,Political stance
1,   sararunsara  duterte   ,Political stance
1, tatakbo  pagkapangulo  biglang  kambiyo  lgbtq  si  manny  pacquiao  tono  anong  masahol  hayop  taga  lgbtq  pakiulit  nga   ,Political stance
1, meron  pang  influencers  diyan  duterte  marcos  binoto  nung  2016  tahimik  lang  lang  wala  ding  pinagkatandaan   ,Political stance
1, doj  chief  say  duterte  speak  ph  drug  war  review  un  general  assembly  speech   ,Political stance
1, inuna  fundraising  structure  lang  website  bank  account  lalakas  sana  loob  robredo  take  note  2015  lang  nag  fundraising  si  duterte  puwede  namang  mag  fundraising  overseas  pro  robredo  nang  pagkukunan  ba  pondo   ,Political stance
2,   right  govt  tracing  app  bullshit  tracing  personal  data  another  failure  policy  execution  doh  duterte  govt  accountability  running  show  deadly  pandemic  halalan2022 ,Government Policies
2, evil  aquino  ganyan  marcos  never  silang  gumanti  naabo  tatlong  aswang  karma  humusga   ,President
1,   ask  happened  philippine  fb  sent  team  philippine  teach  duterte  use  fb  win  election   ,President
1, x  month  ago  student  pup  consulted  research  duterte  rhetoric  asked  address  send  token  said  token  want  finish  paper  last  night  shared  presenting  paper  conference  competition   ,Political stance
1, magkakaroon  debate  presidentiables  vice  presidentiable  marinig  1  drug  2  peace  order  3  economy  4  infrastructure  stick  isyu  lilihis  panay  banat  kalaban   ,Government Policies
2, inis  aq  rappler  onga  anti  duterte  anti  marcos  pagdating  palestine  neutral  actually  even  pro  israel  nga  e  kakainis ,Political stance
1,   ph  go  senator  labanan  niyo  itong  si  poon  duterte  kawatan  lalo  alipores  nasa  paligid  lang  sulsul  personal  interest  itong  si  p  dbm  atty  lao  amp  eco  adviser  michael  yang  etc   ,Election
2,   eh  si  duterte  nga  naka  subo  bibig  pwet  china  wala  makuha  investment  puro  sariling  payaman  lang  prof  china  respect  ph  place  investment  biggest  investor  philippine  still  japanese  u   ,Political stance
2, gitna  pandemya  wag  nating  hayaang  maghari  tiraniya  buwagin  ilipat  pondo  ntf  elcac  papunta  ligtas  balik  eskwela  ayuda  kalusugan  wakasan  dinastiyang  duterte  biguin  pagkapit  pwesto  abolishntfelcac  dutertewakasan   ,President
1, naglagay  bulaklak  alalahanin  martir  pag  alabin  diktadura  libong  pinaslang  gera  kontra  droga  ibang  atake  bisa  terror  law  ntf  elcac  di  bata  militar  duterte   ,Filipino Political News
1,   delawan  lang  po  magnanakaw  hndi  marcos  duterte  saka  po  corruption  hndi  lang  pilipinas  buong  mundo  meron  po  nyan  1st  world  country ,Government Policies
1, legendary  boxer  manny  pacquiao  confirmed  running  presidency  next  year  oust  current  president  rodrigo  duterte   ,Election
1, nagdeklara  kakandidato  2022  want  see  nationwide  debate  national  tv  manny  isko  leni  others  tignan  natin  totoong  plano  bansa  anong  droga  bbb  peace  order  ekonomiya   ,Election
1, full  story  ph  president  rodrigo  duterte  talk  result  doj  led  drug  war  review  united  nation  general  assembly  month  doj  refused  divulge  detail  citing  deference  malacanang  pnp   ,Filipino Political News
1, least  100  public  20  private  school  participate  planned  pilot  implementation  face  face  class  low  risk  area  following  approval  president  rodrigo  r  duterte  department  education  deped  announced  monday   ,Political stance
1, thing  get  rough  blame  duterte  pacquiao ,Political stance
2, tangina  marcos  512mb  marcos  walmart  version  marcos  budget  version  daw  si  duterte  tangina  niyooooo   ,President
1, senator  richard  gordon  defends  philippine  red  cross  call  president  rodrigo  duterte  bully   ,Government Policies
1, totoo  lang  parang  ma  united  supporter  duterte  marcos  kumpara  opposition   ,Election
1, tinawag  sen  richard  gordon  bully  si  pangulong  duterte  matapos  pangulo  fishing  expedition  lang  senado  imbestigasyon  umanoy  korapsyon  pagbili  covid19  supply  basahin   ,Political stance
1,   nga  pasalamat  kay  gordon  tumayong  lawyer  duterte  ejk  hearing  davao  group  noong  kasagsagan  isyu  magnetic  lifter   ,Political stance
1, joe  biden  olivia  rodrigo  duterte   ,Political stance
1, senator  gordon  tinapatan  patid  banat  pangulong  duterte  via   ,Political stance
1, anti  duterte  pro  marcos   ,Political stance
2, job  iginiit  sen  gordon  gawin  pang  duterte  trabaho  lider  bansa  pilipino  protektahan  iniimbestigahang  opisyal  sangkot  maanomalya  umanong  paggamit  pondo  pandemya  basahin   ,Political stance
1, duterte  facing  un  tomorrow  icc  probe  brutal  drug  war  looming  ahead  writes  un  human  right  council  culture  violence  impunity  festering  duterte  regime   ,Government Policies
2, house  panel  take  cue  duterte  target  red  cross   ,Political stance
1, pinaguusapan  sustainable  development  consistent  already  started  rising  poverty  country  becoming  one  developed  country  world  tapos  eto  face  shield  bong  go  roque  duterte  briones  etc   ,Political stance
2, president  rodrigo  duterte  vowed  burst  senator  dick  gordon  bubble  fancying  graft  buster  despite  enriching  corruption  public  service  politikonews  davao ,Government Policies
1, imagine  defending  marcos  duterte  without  even  getting  paid   ,Government Policies
2, duterte  marcos  2022  let  u  vote  wisely  2022  mabuhay  bagong  pinoy  neveragain ,Election
1, icc  pre  trial  chamber  said  killing  state  policy  duterte  encouraged  killing  ground  among  others  latest  development  affirmed  family  advocate  saying  long  un  hrc  act  stronger   ,Government Policies
2, create  job  npa  marcos  martiallaw  massacre  duterte  communist   ,Political stance
1,   even  know  meaning  communist  magbasabasa  kasi  dictionary  pag  time  kuda  kuda  twitter  kahiya  yung  china  hinahalikan  paa  duterte  ung  komunista ,Election
1, isnt  dutertes  regime  even  darker  marcos  ml   ,Government Policies
1, manny  pacquiao  also  tonitalks  really  wanted  malign  duterte  administration  corruption  mind  want  slap  saying  dutertes  time  lumala  corruption  pacquiao  big  liar   ,Government Policies
2, marcos  duterte  pasista  makakalimot  paglimot  pagsawalang  bahala  hustisyat  buhay  ninakaw  neveragain  neverforget  marcosnotahero  oustdutertenow   ,Filipino Political News
1,   correct  duterte  clan  protected  china  since  took  office  corrupt  business  deal  drug  trade  time  high  current  gang  power   ,Government Policies
1,   bbm  amp  duterte  solid  supporter   ,Political stance
1, ihi  n  saluwal  si  dargani  sobrang  takot  nku  duterte  unti  unti  papalapit  syo  haha  tago  kna  china ,Political stance
2,   sikmuraan  mo  better  barilin  mo  yan  naman  turo  duterte ,Political stance
1, president  duterte  address  unga  tomorrow  shadow  icc  investigation  advocate  world  said  must  urge  un  human  right  council  well  wake   ,Political stance
1, icc  panel  announced  formal  investigation  alleged  state  crime  committed  part  duterte  campaign  illegal  drug  crisis  group  expert  georgi  engelbrecht  explains  inquiry  face  uphill  battle   ,Government Policies
1,   doc  fine  department  health  president  kasi  bbm  sya  pwede  vp  kasi  duterte   ,Political stance
1, inaprubahan  pres  rodrigo  duterte  kahapon  pagpapatupad  limitadong  face  face  class  100  pampublikong  paaralan  20  pribadong  paaralan  bansa   ,Political stance
2,   salsal  nauumay  taongbayan  pinipilit  niyong  gawing  election  issue  cannot  diminish  political  brand  pres  duterte  5  year  trying  failed   ,Government Policies
1, kawawa  naman  pala  kalalakihan  ganito  dalahin  kay  baliktad  tulfo  itong  isyung   ,Political stance
2, youre  bully  saying  fear  president  rodrigo  duterte  senator  richard  gordon  accused  chief  executive  bully  challenged  worst  lawmaker  read   ,Political stance
1,   corruption  prevailed  duterte  regime  biggest  plunder  history  committed  present  regime  gut  even  protect  behind  pharmally  p  dbm  highly  anomalous  transaction  unless  part   ,Government Policies
1, new  international  criminal  court  decision  open  full  probe  ph  situation  highlight  misstep  un  human  right  council  2020  offered  technical  assistance  duterte  govt  accused  widespread  violation   ,Government Policies
1, pagdedeklara  robredo  unfair  anti  duterte  alternatibo  madali  maghanap  kukuning  vp  tatakbong  senador  mangatok  donasyon  sana  naman  naiintindihan  yan  robredo  magising  malabo  unified  opposition  magdeklara   ,Election
1,   victim  member  yun  npa  leftist  patalsikin  si  marcos  president  ma  law  abiding  citizen  tahimik  maunlad  buhay  like  kay  duterte  victim  tokhang  kse  di  sumusunod  bata  tahimik  buhay   ,Filipino Political News
1,   please  wag  mo  sayangin  boto  mo  pili  marcos  duterte  isko  naman  mean  perfect  rather ,Election
1,   hay  naku  inquirer  effort  take  part  destabilizing  bbm  duterte  quite  noticeable  commendable  among  co  aquino  loyalist  nah  hasnt  even  made  dent  belief  country  duped  aquinos  fate  happen  marcosishero ,President
1, dargani  assumed  wrong  working  michael  yang  office  special  assistant  position  tried  applied  yang  used  economic  adviser  president  rodrigo  duterte ,Government Policies
1,   andun  n  nga  bayanihan  bayanihan  specia  power  duterte  db   ,Political stance
1, martial  law  mobilization  mendiola  noong  2019  dinagsa  libo  libong  bikolano  metro  manila  upang  ipagsigawan  pagtutol  pasistang  rehimen  duterte  freesasahstarosa  defendbicol  neveragain  oustdutertenow   ,Filipino Political News
2, icc  probe  killing  duterte  cement  need  stronger  un  action   ,Government Policies
1, prof  literally  said  im  duterte  fan  yung  build  build  build  di  naman  nababalita  news  yan  wala  namang  perf  president  he  best  among  worst   ,Political stance
1,   gising  n  pilipino  n  naniniwala  inyo  hahaha  bbm  duterte   ,Political stance
1, sobrang  sinungaling  evasive  nina  linconn  ong  dargani  sibling  lao  malakas  loob  nakasandal  kay  duterte  kapal  mukha   ,Political stance
1, really  say  trabaho  last  time  lazy  bum  worked  word  work  duterte  used  sentence   ,Government Policies
1, incredibly  heartbreaking  hearing  filipino  describe  life  martial  law  marcos  dictatorship  maddening  hear  say  duterte  much  worse   ,Political stance
1,   texas  duterte  drug  user  dealer  bounty  hold  beer   ,Political stance
1, naiinis  anti  duterte  kay  robredo  pabebe  lang  pupunta  kay  isko  napakairesponsable  naman  hihintayin  filing  coc  magdeklarang  tumakbo  tatakbo  tao  malaman  naman  magpasya  hahanay   ,Political stance
1, sen  richard  gordon  urged  president  duterte  job  philippine  president  instead  protecting  chinese  businessmen  tagged  alleged  corruption  covid19  fund  read   ,Government Policies
2, naglalaglagan  silang  pls  oust  fucking  duterte ,Political stance
1,   e  pinagtatakpan  mo  sala  rin  ba  tama  pinagkaiba  yung  si  duterte  marcos  sopistikado  nga  lang  si  macoy  garapal  naman  si  piduts   ,Political stance
1, duterte  senate  investigation  led  gordon  failed  strike  decisively ,Political stance
2, pag  mahirap  yung  nagd  drug  pinapatay  agad  pag  mayaman  yung  user  due  process  pinagloloko  nyo  ba  napakapretentious  war  drug  mo  duterte   ,Political stance
1, since  nagkaron  smart  tv  lagi  pinapanood  tatay  phillipine  documentary  hahahaha  lalo  documentary  duterte  admin ,Filipino Political News
1, far  duterte  protect  michael  yang  as  question  much  michael  yang  donated  dutertes  presidential  campaign  much  dutertes  commission  michael  yang  money  laundering  scheme ,Government Policies
1, duterte  question  gordons  pdaf  use  search  red  cross  law  mandated  report   ,Political stance
2,   president  war  drug  president  war  senator  galing  talaga  ulol  duterte   ,Political stance
2,   nauto  mo  3  6  month  nung  di  mo  makayang  alisin  pinagtanggol  mo  gago  talagang  duterte   ,Political stance
2, tatapusin  ba  duterte  term  pagtatanggol  nalang  alipores  baka  nga  niyan  alam  nadadagdag  covid  case  kada  araw  pahirap  taong  bayan  taong  yan   ,Government Policies
1, boxer  manny  pacquiao  currently  senator  accepted  nomination  run  president  rodrigo  duterte  2022  phillipines  presidential  election ,Government Policies
1,   bbm  duterte  n  naniniwala  fake  news  niyo   ,Political stance
1, unite  defeat  duterte  next  6  month  must  unite  bring  thoroughgoing  social  change  country  truly  free  democratic  genuine  justice  achieved  rid  nation  tyrant  dictator   ,Government Policies
1, would  like  say  thank  duterte  admin  giving  overview  atrocity  martial  law  day  like  thank  marcos  apologist  proud  convert  neveragain  neverforget  marcosnotahero ,Filipino Political News
1, martial  law  survivor  reject  marcoses  return  palace  dutertes  bid  retain  power  support  bbm  either  marcos  loyalist  young  people  know  history  dump  bbm  never  marcos   ,Election
1, tama  ace  must  never  allow  marcos  duterte  notomartiallaw  neveragain  neverforget ,President
1, nation  prepares  officially  enter  election  season  october  important  point  social  basis  give  rise  fascist  regime  time  marcos  duterte  regime  remains   ,Government Policies
2, martial  law  commemoration  2019  espa  mendiola  luneta  bicolanos  stormed  metro  manila  demand  justice  victim  state  sponsored  killing  bicol  duterte  administration   ,Government Policies
1, democratic  force  must  come  together  exert  greatest  effort  prevent  duterte  dynasty  marcos  restoration  malacanang  become  matter  national  survival   ,Election
1, duterte  marcos  tandem  dangerous  threat  democratic  aspiration  filipino  people  intended  cover  systemic  plunder  legitimize  gross  human  right  violation  cannot  let  succeed  must  prevent   ,Election
1,   parang  moro  moro  lang  gordon  lawyered  duterte  2016  ejk  investigation   ,Political stance
1,   scrap  pinagkitaan  middleman  duterte  presyo  hohoho ,Political stance
1, year  commemoration  made  relevant  current  effort  extend  duterte  stay  power  attempt  effect  marcos  restoration  malacanang  disinformation  historical  revisionism  become  favorite  tool  tyrant  trying  hold  power   ,Election
2, idk  im  emotional  song  fuck  parehas  parehas  marcos  duterte  pinagkaiba  parehas  pasista  parehas  mamamatay  tao  parehas  pahirap  sambayanang  pilipino  neveragain   ,Filipino Political News
1, wala  lao  si  duterte  si  bbm  malaking  problema  fb  lang  daming  marcos  apologist  araw  kapayapaan  share  lang  nang  share  kasamaan  niyo  payapa  buhay  2022   ,President
2,   tangina  mo  duterte  magsama  kayo  duque  pati  go ,Political stance
1, tatak  duterte  dole  via   ,Political stance
1,   council  people  development  governance  cpdg  spokesperson  liza  maza  add  even  almost  50  year  passed  marcos  dictatorship  corruption  injustice  prevail  duterte  via   ,Government Policies
1,   inamo  lugaw  hahahahahaha  di  nga  pinapansin  ibang  bansa  ofw  ma  kilala  si  duterte  e  lugaaa,Political stance
2, council  people  development  governance  cpdg  spokesperson  liza  maza  add  even  almost  50  year  passed  marcos  dictatorship  corruption  injustice  prevails  duterte   ,Government Policies
1,   separate  statement  asia  pacific  research  network  aprn  blast  duterte  say  president  responsible  rehabilitating  marcoses  back  power  duterte  also  responsible  laundering  marcos  legacy  aprn  add  via   ,Political stance
2, duterte  war  red  marcos  martial  law  survivor  fall  victim   ,President
1, well  said  senator  duterte  wasting  time  talk  people  instead  focusing  country  problem  keep  talking  nonsense  seems  really  hiding  something  keep  diverting  real  issue   ,Government Policies
1, gordon  dare  bully  duterte  worst  scared   ,Political stance
2, tangina  talaga  duterte  ddsbobo ,Political stance
2, tangina  netong  taong  si  duterte  raw  dahilan  mura  bilihin  tapos  pag  bumibilo  nagrereklamo  kasi  mahal  daw  tangina  niyo  po   ,Political stance
1, unfazed  fresh  tirade  launched  senator  richard  gordon  tuesday  slammed  president  rodrigo  duterte  tagged  bully  returned  latter  dare  worst   ,President
1, pekeng  bts  army  marcos  duterte  apologist  ta  lodi  si  toni  ayaw  bts  gahamang  mapang  aping  panget  btsxun ,Political stance
2, 3k  daw  napatay  nun  martial  law  rappler  npa  pumatay  50k  number  represent  real  life  tell  current  opposition  cannot  condemn  cpp  npa  way  marcoses  duterte  hypocrisy  finest   ,Election
1, bootleg  duterte  hahhaahhahahah ,Political stance
2, inaasahang  pagbabago  schedule  speaker  uusog  september  22  2021  part  2  duterte  kontrabida  mamamayan  bayan  9  00  pm  via  google  meet  dumalo  mag  rehistro  rito  upang  makatanggap  link   ,President
1, separate  statement  asia  pacific  research  network  aprn  blast  duterte  say  president  responsible  rehabilitating  marcoses  back  power  duterte  also  responsible  laundering  marcos  legacy  aprn  add   ,Political stance
1, ekis  agad  marcos  duterte  apologist  tska  naniniwala  enabler  si  sotto  lacson  maaring  maganda  gwapo  yan  kaso  mababa  eq  nvrmind  n  lang   ,Political stance
1, sana  awayin  duterte  bts  baka  army  lang  makakapagpabagsak  emz ,Political stance
1,   philippine  alliance  human  right  advocate  pahra  meanwhile  say  never  slogan  became  significant  due  similarity  marcos  tyranny  duterte  administration  via   ,Government Policies
1,   ok  lang  pag  another  duterte   ,Political stance
2,   remember  marcos  emilda  ferdinand  martiallaw  duterte  npa  sogie  communist ,Political stance
1,   want  stop  another  marcos  duterte  ok  lang   ,Government Policies
1,   hahaha  hwag  mo  isama  pagdurusa  mo  pilipino  suportado  si  duterte   ,Political stance
1, philippine  alliance  human  right  advocate  pahra  meanwhile  say  never  slogan  became  significant  due  similarity  marcos  tyranny  duterte  administration   ,Government Policies
1, dad  tested  positive  got  infected  workplace  fuck  duterte  minion  downplaying  covid  fuck  wanting  hurt  china  feeling  fuck  anti  filipino  punot  dulo  one  tell  otherwise   ,Political stance
1, naglalabasan  alipores  diyablong  duterte  mag  ingay  mag  ingay  kalampagin  mapanlinlang  mapanlamang  kriminal  gobyernong  duterte  basagin  nagtatanggol  sakanila   ,Political stance
1, actually  meron  ma  masahol  pagpatay  duterte   ,Political stance
1, president  rodrigo  duterte  agreed  senator  dick  gordon  put  vowed  bring  philippine  red  cross  chairman  alleged  corruption  politikonews  davao ,Government Policies
2, anyways  neveragain  martial  law  marcos  duterte  pinagkaiba   ,Filipino Political News
1, uta  pag  uusap  pinsan  anti  duterte  mama  nya  dd ,Political stance
2, sen  ronald  bato  dela  rosa  served  pnp  chief  start  president  dutertes  term  denied  crime  humanity  committed  government  war  drug  related  story   ,Government Policies
1, nakalimutan  mag  duterte  youth  nga  pala   ,Political stance
1, uta  pag  uusap  pinsan  anti  duterte  ra  mama  nya  dd ,Political stance
2, mamamatay  marcos  duterte  apologist  mamamatay  stiff  neck  ywaaaaaaa ,Political stance
1, hala  todo  bullying  marcos  dto  twitter  think  magandang  tandem  talaga  marcis  duterte ,Political stance
1, si  duterte  kalaban  ngaun  marcos  neveragain ,Filipino Political News
1, tyranny  survivor  martial  law  taken  new  face  president  rodrigo  duterte  populist  leader  whose  conviction  let  concern  human  right  get  way  fight  drug  crime   ,Filipino Political News
2,   neveragain  neverforget  justice  victim  marcos  martial  law  resist  dutertes  tyranny  aklas  dutertewakasanna   ,President
