score,text,Topics
1,   mindanao  malakas  parin  duterte  myron  ayaw  k  ma  daming  waiting  cla  k  inday  tapang  tinggnan  nlang  natin  boycottmzetxaptxgma197 ,Filipino Political News
1, diehard  duterte  supporter ,Politican Stance
2,   yung  nagbayad  malaki  kay  duterte  wag  lang  maimbestigahan  network  pala  budget  takot  mapasara  puro  anomalya   ,Election
2,   putcha  kayo  try  nyo  sarap  pakiramdam  makapag  mura  balatkayong  madre   ,Politican Stance
2, duterte  briefly  taken  back  face  shield  requirement  reinstate  face  threat  delta  variant  recent  address  duterte  defended  policy  flip  flop   ,Government Policies
2, pinapatunayan  lang  nagtapos  martial  law  noong  pinabagsak  si  marcos  patuloy  pasismo  estado  lumala  kay  duterte  harap  gilid  pinalibutan  pulis  hinarangan  mggawa  pesante  pinakahirap  malinaw  du30  afp  pnp  terorista   ,Politican Stance
2, patunay  namamayani  rin  bata  militar  duterte  ligtas  kabataan  pagrehistro  panawagan  hinaing   ,Politican Stance
2, isko  moreno  cosplaying  opposition  bet  tunay  oposisyon  kabaligtaran  value  pulitika  duterte  mirror  image  duterte  nasa  kabilang  partido  lang   ,Politican Stance
2,   pharmally  prime  showcase  duterte  corruption  pang  ganyan  ibat  ibang  dipartamento  starting  op  di  lang  nadidiskubre ,Filipino Political News
1, duterte  double  standard ,Election
2,   letter  duterte  velasco  cast  doubt  effectiveness  face  shield  preventing  covid  19  citing  study  wayne  state  university  school  medicine  philippine  society  microbiology  infectious  disease   ,Government Policies
1, nilibre  p  aq  kitty  duterte  welkin   ,Election
1,   salamat  comrade  cory  coryaquino  npa  ateneo  martiallaw  lie  duterte  communist ,Politican Stance
1,   pinatay  duterte  naka  drug   ,Government Policies
1, house  speaker  lord  allan  velasco  asks  pres  rodrigo  duterte  reconsider  mandatory  face  shield  policy  via  manalastas   ,Government Policies
2, read  senate  blue  ribbon  committee  failed  produce  evidence  support  corruption  allegation  government  use  pandemic  fund  last  year  president  rodrigo  roa  duterte  said  monday  full  story  dutertelegacy   ,Politican Stance
1, sama  sama  duterte  talaga ,Politican Stance
2,   letter  duterte  velasco  cast  doubt  effectiveness  face  shield  preventing  covid  19  citing  study  wayne  state  university  school  medicine  philippine  society  microbiology  infectious  disease   ,Government Policies
1, read  house  speaker  lord  allan  jay  velasco  asks  president  rodrigo  duterte  letter  reconsider  mandatory  use  face  shield   ,Government Policies
2, tingnan  sitwasyon  carriedo  kanina  nagtitipon  mamamayan  pinalibutan  pulis  nagpoprotesta  upang  makaalis  makaabante  hanay  martial  law  diktadura  duterte  neveragain  neverforget  oustdutertenow   ,Recollection
1,   djchacha  ted  duterte  enabler  tangang  dd  yan   ,Election
2, makabayan  congressman  tuesday  sept  21  said  unabated  incidence  human  right  violation  many  resulting  death  duterte  administration  given  filipino  instant  flashback  year  country  martial  law   ,Government Policies
1, read  house  speaker  lord  allan  jay  velasco  asks  president  rodrigo  duterte  letter  reconsider  mandatory  use  face  shield   ,Government Policies
1,   trillanes  ky  duterte ,Politican Stance
2, read  house  speaker  lord  allan  velasco  asks  president  rodrigo  duterte  reconsider  policy  requiring  wearing  face  shield  outside  residence  via   ,Government Policies
2, house  speaker  lord  allan  velasco  asks  president  duterte  reconsider  policy  requiring  use  face  shield  say  added  financial  burden  filipino  cite  lack  medical  proof  effective  v  covid  19  transmission   ,Election
1,   tested  positive  drug  found  room  released  parent  duterte  supporter   ,Politican Stance
1,   katrinadomingo  duterte  sagipin  mo  si  ong ,Election
1,   think  mag  swap  marcos  duterte  kc  matunog  si  bbm  grabe  ingay  social  medium   ,Politican Stance
2, read  house  speaker  lord  allan  velasco  asks  president  rodrigo  duterte  reconsider  policy  requiring  wearing  face  shield  outside  residence   ,Government Policies
2, house  speaker  lord  allan  velasco  asked  pres  duterte  reconsider  mandatory  face  shield  policy  face  shield  requirement  pose  added  financial  burden  filipino  already  bearing  brunt  pandemic  say  velasco   ,Government Policies
2,   duterte  win  vp  race  nanakawin  nya  natira  vp  leni   ,Government Policies
2, dear  western  filipino  leftist  duterte  fucking  leftist  ffs  used  narrative  gain  support  mass  moment  stepped  power  manipulated  country  way  murder  normalized  justice  favored  rich  tanginang  fil  am  yan   ,Election
1,   ph  si  duterte  nyan  china  tang  nya   ,Election
2,   punzalan17  kc  napalibing  digong  c  marcos  libingan  bayani  kya  kht  patong  patong  kaso  duterte  abswelto  agad  yan  bbm  neveragain ,Recollection
1,   friend  abroad  dd  lang  anti  duterte  please  advise   ,Politican Stance
1, speaker  lord  allan  velasco  asks  pres  duterte  reconsider  mandatory  use  face  shield  added  protection  amid  covid  19  pandemic   ,Government Policies
1, speaker  lord  allan  velasco  asks  president  duterte  drop  face  shield  mandate  via  cruz12479   ,Government Policies
2, dear  pres  duterte  expect  president  thought  put  malacanang  look  best  interest  failed  u  big  time  frustrated  constituent   ,Filipino Political News
2, setyembre  21  2021  marcos  duterte  dalawang  mukha  diktadurya  ika  49  anibersaryo  pagdeklara  bata  militar  rehimeng  marcos  pinagpagpupugayan  liga  mamamayang  tumitindig  tiraniya   ,Recollection
1, gonna  need  similar  thread  duterte  im  guessing  administration  quite  environmental  cost   ,Politican Stance
2,   punzalan17  ok  never  parin  sknya  panu  maputol  politikal  dynasty  magbayad  utang  loob  yan  ky  duterte  pag  sya  presidente  like  abswelto  kaso ,Government Policies
2, marcos  duterte  pinag  parehong  tuta  pahirap  kurap  diktador  pasista  left  pic  diliman  review  70  kanan  2018  price  hike  ibp  paskil  waiting  shed  neverforget  fightrevisionism  marcosnotahero  oustdutertenow   ,Recollection
2, house  speaker  lord  allan  velasco  asks  president  rodrigo  duterte  reconsider  mandatory  face  shield  policy  citing  finding  epidemiology  expert  effect  country  garbage  problem   ,Government Policies
2, house  speaker  lord  allan  velasco  asks  president  duterte  reconsider  policy  requiring  use  face  shield  say  added  financial  burden  filipino  cite  lack  medical  proof  effective  v  covid  19  transmission   ,Election
2, read  house  speaker  lord  allan  velasco  asks  president  duterte  reconsider  mandatory  face  shield  policy  saying  added  financial  burden  filipino  even  proven  prevent  covid  19  spread   ,Election
2,   duterte  marcos  fascist  law  implemented  atrocity  committed  people  might  well  notorious  dictator  resurrected  haunting  generation  brand  martial  law  neveragain  neverforget ,Filipino Political News
1,   si  duterte  nga  nagpatigil  korapsyon  e  please  bigyan  nyo  po  pasensya  di  pumatol  matanda   ,Politican Stance
2, basahin  house  speaker  lord  allan  velasco  sumulat  kay  pang  rodrigo  duterte  hilingin  irekunsidera  panuntunan  hinggil  pagsusuot  face  shield  proteksyon  covid  19   ,Government Policies
2,   mr  president  boring  di  natatakot  inyo  senator  richard  gordon  tuesday  called  president  duterte  bully  challenged  worst  continue  trade  barb  investigation  government  pandemic  response   ,Recollection
2, matapos  pandemic  see  many  people  rally  street  dutertes  administration  lalo  weak  pandemic  response  mo  kakalagyan  talaga  pduts  lol  neveragain ,Filipino Political News
1, build  build  build  duterte  admin  airport  project  smni  special  report  via   ,Government Policies
1, bata  militar  marcos  terror  law  duterte ,Politican Stance
1, read  speaker  lord  allan  velasco  asks  president  duterte  drop  face  shield  mandate   ,Government Policies
1, duterte  marcos  crony  pare  parehong  masasahol   ,Election
1, sasabihin  beholden  kay  duterte  bunch   ,Politican Stance
1, house  speaker  lord  allan  velasco  asks  pres  duterte  reconsider  mandatory  face  shield  policy   ,Government Policies
2, nilaglag  imee  si  digong  binanggit  sasa  port  minahan  duterte  mukhang  tatakbo  si  bongbong  pagkapangulo  ramus  rin  pro  duterte  nangingibang  bakod  marcos  mautak  si  bongbong  taga  visayas  kukunin  vp   ,Election
2,   stake  high  2022  election  duterte  country  opportune  time  review  reconsider  lesson  1972  opinion  thoughtleaders  phvote  wedecide   ,Government Policies
1,   marcos  duterte  bansang  pilipinas  tao  ayaw  tao  pagbabago  tao  baguhin   ,Election
2, speaker  lord  allan  velasco  written  president  rodrigo  roa  duterte  ask  reconsider  policy  requiring  people  wear  plastic  face  shield  added  protection  covid  19   ,Government Policies
2, mismong  araw  komemorasyon  lantarang  pamamasista  ipinauunlak  reaksyunaryong  pwersa  duterte  marcos  duterte  pinag  parehong  tuta  diktador  pasista  neverforget  neveragain  oustdutertenow ,Recollection
1, muling  bumuwelta  si  sen  gordon  pambabatikos  pres  duterte  via   ,Politican Stance
1,   happy  filipino  learned  mistake  hence  duterte  ocho  went  inidoro  last  2019  election   ,Government Policies
1,   fairness  mr  president  rin  tawag  nya  hahahah  si  trililing  tawg  eh  si  duterte   ,Politican Stance
1,   yes  duterte  marcos  go ,Politican Stance
2, ginagamit  umanong  armas  eleksyon  desisyon  international  criminal  court  icc  paimbestigahan  umano  paglabag  karapatang  pantao  war  drug  gobyernong  duterte  tunaynatabloidista  abantenews ,Government Policies
2, pres  duterte  pinatunayan  mong  wala  kang  silbi  imbes  itama  mo  yung  mali  gobyerno  mo  magalit  dun  taong  nagsasamantala  ngayong  pandemya  mo  wala  huling  taon  mo  bumawi  naman   ,Politican Stance
2, agham  join  today  mass  action  commemorate  martial  law  call  science  based  equitable  effective  response  instead  militarist  response  pandemic  marcosian  duterte  regime  neveragain  neverforget  nototyranny  scienceforthepeople   ,Filipino Political News
1, ganito  sana  crush  tangina  mo  duterte  magsara ,Election
2, news  danilo  dela  fuente  vice  chairperson  samahan  ex  detainee  detensyon  aresto  selda  martial  law  survivor  told  rappler  activist  tagged  communist  duterte  marcos  read   ,Election
1,   kasi  bata  natin  nakakabit  kay  duterte  pag  kaibigan  lusot   ,Election
2, liban  paggunita  pag  alala  pinakamadilim  yugto  kasaysayan  malakas  ipinapanawagan  pagpapatalsik  magkatulad  tuta  pasista  diktador  si  duterte  neverforget  neveragain  oustdutertenow   ,Recollection
1, isipin  mo  yon  pari  todo  suporta  mamamatay  tao  marcos  duterte  hahahhahahahahahahahhaha  wat  joke ,Politican Stance
1,   duterte  bbb  build  build  build  pakyaw  lll  laugh  laugh  laugh   ,Government Policies
2, tulfo  follower  dw  ab  36m  v  60m  bumoto  k  duterte  cnong  mananalo  true  nabayaran  utang  maibalik  do  utang  bayaran  rtulfo  daming  naloko  do  yung  tv  plus  etc  natapos  k  digong  boycottmzetxaptxgma197 ,Election
2, kagaya  anak  bayan  noong  diktadurang  marcos  titiklop  mangingimi  gitna  panggigipit  karahasang  pinakakawalan  pasistang  pamahalaan  duterte  tuloy  demokrasya  neveragain  neverforget ,Recollection
1, duterte  bts  filipino  tune  76th  un  general  assembly  rappler   ,Politican Stance
1,   thank  halimaw  duterte  wont  missed  xoxo  neveragaintomartiallaw  neverforget ,Politican Stance
2, sasahol  kapulisan  kagaya  duterte  marcos  takot  kayong  pasista  kabataan  takot  kayo  taumbayan   ,Election
1, mamatay  ra  man  gihapon  tungod  kay  duterte  id  better  buy  shit  like ,Election
1, bye  hater  3  reason  duterte  fitspiration   ,Politican Stance
2, duterte  marcos  hitler  diktador  tuta ,Election
2, marcos  duterte  pinag  parehong  tuta  diktador  pasista  neveragain  neverforget ,Recollection
2,   takot  lang  audit  yan  hahaha  si  duterte  kinana  mo  ayan  tuloy  sira  career  mo ,Election
2, actual  video  hydro  manila  tunay  ngang  kapulisan  duterte  terorista   ,Election
2, duterte  oppakan   ,Politican Stance
3, panghaharass  kapulisan  natulak  kasama  protesta  di  masunod  social  distancing  pang  health  protocol  dikit  dikit  berdugong  pulis  karahasan  rehimeng  duterte  pwede  superspreader  virus   ,Election
3,   sana  nga  madivide  lang  vote  2016  duterte  voter  lacson  sara  pacquiao  etc  2016  roxas  poe  voter  become  solid  kay  leni  someone  else  real  opposition  hahaha ,Politican Stance
3, co  worker  ayaw  kay  duterte  di  pamamalakad  thank  god  nagparegister  co  worker  tsaka  boboto  tatakbo  si  bbm  cry  inside  opposition  need  united  risk  far  great   ,Politican Stance
2, ayon  nanatiling  mataas  tiwala  tao  kay  pangulong  rodrigo  roa  duterte  ipinamalas  nitong  good  governance  pamamalakad  gobyerno   ,Election
3, tingnan  binigyang  diin  zambaonga  del  sur  governor  victor  yu  legasiya  administrasyong  duterte  lugar  dutertelegacy  pamanangpagbabago  workingpcoo   ,Election
3, tingnan  binigyang  diin  zambaonga  del  sur  governor  victor  yu  legasiya  administrasyong  duterte  lugar  dutertelegacy  pamanangpagbabago  workingpcoo   ,Election
2, patuloy  pang  uusig  progresibo  tahasang  sigaw  kabataan  marcos  duterte  pinagkaiba  neveragain  neverforget ,Recollection
2, humingi  tulong  ina  bree  jonson  kay  pangulong  rodrigo  duterte  kaso  pagkamatay  anak   ,Government Policies
3, tingnan  hinarang  kapulisan  progresibong  pagpoprotesta  bayan  magpapatuloy  rin  pananawagan  wakasan  pamumuno  duterte  oustdutertenow  neveragain  neverforget   ,Recollection
3,   kakalungkot  lang  ma  concern  sya  chinese  negosyante  maliliit  bigyan  bilyun  project  pinoy  napiplitin  ofw  mabuhay  talaga  duterte   ,Politican Stance
3, panghaharass  militar  kasamang  nasa  pagkilos  lalo  lang  pinapalitaw  makatwiran  protesta  duterte  marcos  pinag  parehong  diktador  parehong  pasista  neveragain  neverforget ,Recollection
3, 7  925  government  procured  covid  19  test  kit  expired  equal  371  794  test  could  saved  population  nag  expire  lang  yung  biniling  kit  galing  perang  inutang  duterte  administration  yes  magalit   ,Election
3,   watching  senate  hearing  pharmally  lolo  akala  dati  galit  si  duterte  kurapsyon  ta  nang  naglalabasan  baho  administrasyon  nya  imbis  atupagin  paghanap  solusyon  covid  puro  pagnanakaw  di  yan  iboboto   ,Filipino Political News
3, president  rodrigo  roa  duterte  presides  meeting  inter  agency  task  force  emerging  infectious  disease  core  member  prior  talk  people  arcadia  active  lifestyle  center  matina  davao  city  september  20  2021  presidential  photo   ,Filipino Political News
3,   aquino  admin  leaf  p1  trillion  budget  duterte  counter  fact  mani  wala  sayo  facebook  youtube  post  counted  valid   ,Politican Stance
2, cia  trained  duterte  death  squad  petty  crime  death  squad  hating  people  making  asean  successful  manila  back  controversial  aukus  security  pact   ,Election
3, alaala  kasaysayan  gunita  mananatili  paglaban  nabubuhay  muling  bubuhayin  inaapi  nilimot  kasaysayan  neveragain  diktadurya  neveragain  duterte  marcos  malaca   ,Recollection
2,   naghirap  inyo  duterte  robredo  wag  kang  magmalinis  jan  namumulitika  nanaman   ,Election
3, read  prc  acknowledges  possibility  false  positive  covid  19  test  result  talk  people  monday  night  pres  rodrigo  duterte  asked  doh  investigate  reported  complaint  matter   ,Election
3,   pinupuna  mo  yong  air  time  gordon  hearing  di  mo  pinupuna  air  time  digong  talk  people  nya  ginagamit  duterte  oras  ipahayag  plano  pandemya  pang  problema  bansa  doble  kara  ba   ,Filipino Political News
2,   senator  aid  legislation  pres  duterte  aid  election  resource  person  aid  masturbation ,Government Policies
3, nakakahiya  yung  produkto  catholic  school  pro  marcos  duterte  que  horror   ,Politican Stance
2,   bts  best  influential  band  country  president  duterte  thank  mr  president   ,Politican Stance
3, mariin  kinokondena  diwa  vc  pandadahas  pulis  lantarang  pamamasismo  mamayang  inaalala  kinukundena  diktaduryang  marcos  patunay  pinag  rehimeng  duterte  marcos  parehong  tuta  diktador  pasista  oustdutertenow ,Recollection
2, filipino  learned  thats  want  duterte  extend ,Politican Stance
3,   natalo  natin  si  marcos  matatalo  rin  natin  si  duterte   ,Politican Stance
2, marcos  duterte  pinagiba ,Politican Stance
3, masasabi  duterte  naexpired  7  925  test  kit  nagkakahalaga  halo  550  million  peso  hmmm  yaman  pilipinas  ah  nagtatapon  lang  pera  pag  corruption  negligence  wala  kayong  habag   ,Election
3, marcos  duterte  pinagkaiba  hahayaan  naman  ba  nating  mailuklok  diktador  gitna  maipagkakailang  karahasan  idinulot  masa  pagbayarin  si  marcos  dugong  dumanak  kabang  ninakaw  singilin  si  duterte  kaliwat  kanang  pamamaslang   ,Election
2, pulis  militar  magsama  sama  kayo  impyerno  mamatay  kayong  kasama  si  duterte  oustdutertenow ,Government Policies
1, aquino  admin  leaf  1  trillion  budget  duterte  source  philippine  star   ,Politican Stance
2, anniversary  martial  law  police  violently  disperse  ml  commemoration  march  mukha  de  facto  martial  law  duterte  oustdutertenow  neveragaintomartiallaw ,Filipino Political News
1, observance  martial  law  declaration  de  blast  duterte  marcosian  type  governance   ,Election
2, given  celebrity  culture  philippine  well  immense  popularity  manny  pacquiao  country  humble  root  like  duterte  likely  going  appeal  mass  send  palasyo  malakanyang  malaca  palace   ,Politican Stance
2, legendary  boxer  manny  pacquiao  confirmed  running  presidency  next  year  oust  current  president  rodrigo  duterte  read  via  realnewsformobile  mannypacquiao  boxer   ,Government Policies
2, gampanin  kabataan  kasama  malawak  masang  pilipino  tuluyang  pagpapatalsik  kasalukuyang  diktador  si  duterte  neveragain  marcosnotahero  oustdutertenow  2  2   ,Recollection
1,   neveragaintomartiallaw  nasa  diktadurya  martial  law  duterte   ,Politican Stance
1, duterte  vice  wtf  thinking  motherfucker  notmypresident  bong  go  go  hell  fucking  midget ,Politican Stance
2, basahin  ayon  kay  presidential  spokesperson  harry  roque  inilabas  pangulong  rodrigo  roa  duterte  isyu  false  positive  result  anti  covid  19  test  philippine  red  cross  prc  upang  magkaroon  imbestigasyon   ,Election
1, afp  pnp  duterte  1  human  right  violator  neveragain  neverforget  dutertewasakan ,Recollection
2,   si  duterte  madami  nagawa  5  year  si  noynoy  nangutang  plus  yolanda  fund  wala  man  lang  major  project  dami  mo  dada  bugok  naman  hahaha ,Filipino Political News
1, fact  aquino  admin  leaf  1  trillion  budget  duterte  source  philippine  star   ,Politican Stance
1, much  dutertes  national  day  protest   ,Filipino Political News
1,   weird  kaisa  natin  si  pacquiao  pagcondemn  kay  duterte  hahahaha  kagulo ,Politican Stance
1,   obvious  link  pharmally  people  yang  duterte  bright  sun   ,Filipino Political News
2, dami  ba  naman  sakahan  kinonvert  villar  camella  home  tataka  kayo  number  1  yan  si  cynthia  villar  also  bong  go  imee  marcos  nasa  number  18  22  lang  lokohin  nyo  lelang  nyo  diba  duterte  bilyonaryo  yan  si  bong  go   ,Recollection
1, basta  duterte ,Election
2, alert  kasalukuyang  hinaharas  kapulisan  ilang  progresibong  grupo  trece  martires  cavite  paggunita  ika  49  anibersaryo  bata  militar  nagsagawa  kilo  protesta  progresibong  grupo  ngunit  panggigipit  isinusukli  kapulisan  duterte  1  2   ,Recollection
2,   malaca  usec  anderson  lo  also  gunning  post  office  ombudsman  say  also  inhibit  investigation  pharmally  appointed  like  lao  liong  lo  davao  city  tie  president  duterte  via   ,Politican Stance
2,   yep  talaga  lang  nakausap  super  anti  duterte  n  nakikipag  sabayan  banat  dd  surprisingly  wala  onti  lang  alam  program  ma  alam  tulong  fb  babad   ,Politican Stance
1, malinaw  takot  administrasyon  rallyista  kampanya  linya  dala  parehas  si  duterte  marcos  takot  kabataan  takot  taumbayan   ,Election
2, breaking  police  harrass  attack  water  cannon  disperse  worker  protester  manila  slated  join  broad  activity  liwasang  bonicio  commemorate  martial  law  condemn  dutertes  fascism   ,Filipino Political News
2,   malaca  usec  anderson  lo  also  gunning  post  office  ombudsman  say  also  inhibit  investigation  pharmally  appointed  like  lao  liong  lo  davao  city  tie  pres  duterte   ,Politican Stance
1, apatnaput  siyam  taon  nakalipas  ginigipit  rin  mamamayang  pilipino  paggiit  karapatan  rehimeng  duterte   ,Election
1, duterte  war  red  marcos  martial  law  survivor  fall  victim   ,Filipino Political News
1, never  martial  law  marcos  duterte  pinagkaiba  tuta  diktador  mapang  api  masa   ,Filipino Political News
2, watch  president  rodrigo  duterte  questioned  competency  philippine  red  cross  numerous  case  false  positive  laboratory  workingpcoo  covid19ph   ,Election
2, panoorin  kinuwestiyon  pangulong  rodrigo  duterte  kakayahan  philippine  red  cross  matapas  lumabas  maraming  kaso  false  positive  covid  19  laboratoryo  workingpcoo  covid19ph   ,Election
2, ofw  bilib  bilib  rin  kay  duterte  magsiuwi  kayo  haha  galing  galing  kayo  poon  niyo  diba  uwi  kayo  naman  maexperience  niyo  yung  nararanasan   ,Government Policies
1, untvnewsrescue  rt  pinayagan  pangulong  rodrigo  duterte  pilot  testing  limitadong  face  face  class  120  paaralan   ,Government Policies
2, untvnewsrescue  rt  kinuwestyon  pangulong  duterte  umano  false  positive  test  result  covid  19  ilang  laboratoryo  ph  red  cross   ,Election
1, untvnewsrescue  rt  president  rodrigo  duterte  address  nation  september  20  2021  watch   ,Government Policies
2, dont  surprised  turn  marcos  duterte  ticket  duterte  instrument  marcoses  gain  back  malaca  wasnt  obvious  start  hope  doesnt  happen  truth  destroy  lie  peddled  marcos  dd  troll  neveragain ,Filipino Political News
1, hoooooooooh  duterte  afp  pnp  terrorista   ,Election
2, alert  hinarangan  pulis  kabataan  nagmamartsa  liwasang  bonifacio  nananawagang  tugunan  duterte  pandemya  patahimikin  mamamayan  kabila  mapayapang  pakikipag  usap  binomba  tubig  marahas  binuwag  pnpberdugo ,Election
2, duterte  marcos  pinag  parehong  tuta  diktador  pasista   ,Election
2, well  paguusapan  si  sya  yong  langaw  tumuntong  kalabaw  ma  mataas  kalabaw  porke  bigyan  sya  importansya  dutertepalpak  parang  ahas  tinuka  kamay  duterte  lang  makikita  tunay  kulay   ,Government Policies
2,   isko  duterte  mark  word  lang  nga  marunong  magpapatay   ,Election
1, hoping  rant  condemn  criticize  call  oust  pres  duterte  also  run  presidency   ,Government Policies
1, canada  cutie  nanalo  si  pacquiao  bbm  duterte  go  next  election ,Government Policies
2, let  serve  reminder  solidarity  mass  ousted  tyrant  past  duterte  capable  repeating  history  statement  franchesca  terese  salvador  pamela  mae  tagle  putri  layla  wadi  pub  jax  figarola ,Politican Stance
2, commission  human  right  magsasagawa  programa  matapos  silang  harangin  welcome  rotonda  tuloy  programa  manawagang  never  duterte  never  marcos  mamayang  4  6pm  screenshot  christian  gultia  via   ,Politican Stance
1,   atty  duterte  lawyering  people  chinese   ,Politican Stance
2,   stake  high  2022  election  duterte  country  opportune  time  review  reconsider  lesson  1972  opinion  thoughtleaders  phvote  wedecide   ,Government Policies
2,   rhodora  want  leave  choose  migrate  abroad  uncertainty  philippine  government  president  marcos  looking  back  30  year  glad  left  philippine  need  leader  continue  president  duterte  started   ,Politican Stance
1, di  kelangan  duterte  martial  law  karahasan  rin  sinasagot  kapulisan  mapayapang  protesta  acab ,Politican Stance
1, marcos  duterte  mnl48  2nd  general  election  neverforget  neveragain  please  mute  disagree   ,Recollection
2,   di  yan  jan  gawa  nga  grace  poe  mar  roxas  nag  pahati  boto  opposisyon  wala  sana  yang  grace  poe  panalo  sana  16m  lang  po  bumoto  pangulo  duterte  andami  namang  anomalya  gaya  pharmally   ,Politican Stance
2, abscbnnews  takot  takot  rehimeng  duterte  protesta  protester  sits  front  police  barricade  near  qc  welcome  rotonda  questioning  stopped  holding  protest  despite  secured  permit  via   ,Filipino Political News
2, ika  20  kasi  setyembre  nang  ianunsyo  presidential  spokesperson  harry  roque  department  education  deped  pilot  implementation  face  face  class  low  risk  area  pagdating  virus  bagay  aprubado  pangulong  rodrigo  duterte  covid19ph ,Government Policies
1, duterte  marcos  pinag   ,Election
2, president  rodrigo  duterte  monday  sept  20  said  attacking  merely  asking  transparency  philippine  red  cross  prc  chairman  chief  executive  officer  ceo  sen  richard  gordon   ,Politican Stance
2, commission  human  right  magsasagawa  programa  matapos  silang  harangin  welcome  rotonda  tuloy  programa  manawagang  never  duterte  never  marcos  mamayang  4  6pm  screenshot  christian  gultia   ,Politican Stance
1,   isko  moreno  neophyte  mayor  2  year  candidate  president  stood  duterte  month  ago  1sambayn ,Politican Stance
1, eto  si  inday  sarah  duterte  presidente   ,Politican Stance
2, 2016  indignation  rally  protest  marcos  sr  given  hero  burial  marcos  raped  pillaged  country  duterte  gave  hero  burial  worse  called  idol  seem  following  footstep  neverforget  neveragain  neveragaintomartiallaw   ,Recollection
1,   busy  si  duterte  pagtanaw  utang  loob  taga  davao   ,Politican Stance
2, group  also  criticized  duterte  administration  following  marcos  legacy  corruption  repression  right  amidst  covid  19  pandemic  athmcortez  davaotoday  com   ,Politican Stance
2, main  architect  philippine  president  rodrigo  dutertes  drug  war  said  monday  would  rather  convicted  even  hanged  filipino  court  foreign  one  role  deadly  crackdown  abogadonews  davao ,Politican Stance
1, lot  complaint  online  class  duterte  trying  bring  back  face  face  class  limited  people  still  complain   ,Government Policies
1,   pls  maybe  he  better  duterte   ,Politican Stance
1,   neveragain  marcos  duterte  saw  fb  post  really  strike  please  retweet  spread   ,Politican Stance
2, cheat  sheet  tyranny  duterte  sure  copying  marcos  rodrigo  duterte  building  fascist  regime  seemed  taken  page  two  ferdinand  marcos  playbook  neveragain  neverforget  ml49 ,Recollection
1,   twitter  remove  limit  letter  count  napakahaba  komento  korapsyon  gobyerno  duterte  kainis   ,Politican Stance
1,   neveragain  neveragaintomartiallaw ,Recollection
2, hiya  pinapatunayan  lang  wala  talagang  pagkakaiba  bata  militar  marcos  de  facto  martial  law  duterte  parehong  dahas  tugon  mamamayan  gutom  naghuhirap  tiraniya  neveragaintomartiallaw  stoptheattacks  fighttyranny ,Politican Stance
2, kasabay  paggunita  masahol  bata  militar  nagsagawa  protesta  candle  lighting  ceremony  ibat  ibang  organisasyon  kabataan  upang  singilin  rehimeng  marcos  duterte  paglabag  karapatang  pantao  masang  pilipino  neveragain  neverforget ,Recollection
1, want  duterte  administration  need  new  leader  better  administration   ,Government Policies
1, garapal  yung  davao  boy  dutert   ,Election
1,   ma  kwenta  siguro  mag  nail  cutter  gabi  ksa  makinig  kay  duterte   ,Election
1, djhfkhjfhgdj  lagot  si  duterte  kay  gordon ,Election
1,   international  clown  court   ,Election
2,   historical  repetition  land  grabbing  massacre  injustice  ever  campus  journalist  echo  resounding  chant  broad  mass  end  duterte  tyranny  dictatorship   ,Politican Stance
2,   neveragain  marcos  duterte  maarte  tandem  madadramang  kriminal   ,Recollection
1, obob  kayo  laging  talo  goal  niyo  kasi  beat  duterte  lang  wala  kayong  plataporma  de  gobyerno  jusko   ,Government Policies
2, wala  nga  bang  nakaw  yaman  marcos  kay  pangulong  duterte  wala  daw  patunay  nagnakaw  marcos  kay  former  pcgg  comm  arthur  defensor  sr  500  million  swiss  account  deposit  marcos  naibalik  pilipinas  ebidensya  pressoneph   ,Election
2, kasabay  paggunita  masahol  bata  militar  nagsagawa  protesta  candle  lighting  ceremony  ibat  ibang  organisasyon  kabataan  upang  singilin  rehimeng  marcos  duterte  paglabag  karapatang  pantao  masang  pilipino  neveragain  neverforget   ,Recollection
1,   yxy  alexa  play  traitor  olivia  rodrigo  duterte  ayy  este  olivia  rodrigo   ,Election
1, love  seeing  papi  rin  kian  alex  ja  friend  nagsheshare  nagpopost  fb  politics  duterte  admin  martial  law  ill  treasure  forever   ,Election
2,   kay  duterte  denr  sec  roy  cimatu  malamang  dagat  rin  tae  basura  manila  bay   ,Election
2, ipinagpapanawagan  pagkundena  pilit  pagrereplika  administrasyong  duterte  pang  aabuso  karapatang  pantao  pagnanakaw  kaban  bayan  diktador  si  marcos  3  4   ,Recollection
1, isyu  false  positive  pcr  test  result  redcross  sinisi  duterte  kay  gordon  panoorin   ,Election
1,   alexa  play  traitor  olivia  rodrigo  duterte  ayy  este  olivia  rodrigo   ,Election
2,   overall  deputy  ombudsman  warren  rex  liong  former  p  dbm  director  former  lawyer  president  duterte  assures  lawmaker  voluntarily  inhibit  government  deal  pharmally  brought  ombudsman  via   ,Recollection
1,   spitious  parehas  lang  kay  duterte   ,Election
1,   fucking  nakatira  tabi  ilog  tahi  tahimik  rito  raming  ibon  lumilibot  tangina  sisirain  iyan ,Election
2, corruption  illegal  drug  big  problem  country  since  duterte  admin  good  job  lessen  illegal  drug  stop  corruption  cant  justify  answer  asked  senate  daydreamer   ,Politican Stance
