score,text
1, afp  pnp  duterte  1  human  right  violator  neveragain  neverforget  dutertewasakan 
2,   si  duterte  madami  nagawa  5  year  si  noynoy  nangutang  plus  yolanda  fund  wala  man  lang  major  project  dami  mo  dada  bugok  naman  hahaha 
1, fact  aquino  admin  leaf  1  trillion  budget  duterte  source  philippine  star   
1, much  dutertes  national  day  protest   
1,   weird  kaisa  natin  si  pacquiao  pagcondemn  kay  duterte  hahahaha  kagulo 
1,   obvious  link  pharmally  people  yang  duterte  bright  sun   
2, dami  ba  naman  sakahan  kinonvert  villar  camella  home  tataka  kayo  number  1  yan  si  cynthia  villar  also  bong  go  imee  marcos  nasa  number  18  22  lang  lokohin  nyo  lelang  nyo  diba  duterte  bilyonaryo  yan  si  bong  go   
1, basta  duterte 
2, alert  kasalukuyang  hinaharas  kapulisan  ilang  progresibong  grupo  trece  martires  cavite  paggunita  ika  49  anibersaryo  bata  militar  nagsagawa  kilo  protesta  progresibong  grupo  ngunit  panggigipit  isinusukli  kapulisan  duterte  1  2   
2,   malaca  usec  anderson  lo  also  gunning  post  office  ombudsman  say  also  inhibit  investigation  pharmally  appointed  like  lao  liong  lo  davao  city  tie  president  duterte  via   
2,   yep  talaga  lang  nakausap  super  anti  duterte  n  nakikipag  sabayan  banat  dd  surprisingly  wala  onti  lang  alam  program  ma  alam  tulong  fb  babad   
1, malinaw  takot  administrasyon  rallyista  kampanya  linya  dala  parehas  si  duterte  marcos  takot  kabataan  takot  taumbayan   
2, breaking  police  harrass  attack  water  cannon  disperse  worker  protester  manila  slated  join  broad  activity  liwasang  bonicio  commemorate  martial  law  condemn  dutertes  fascism   
2,   malaca  usec  anderson  lo  also  gunning  post  office  ombudsman  say  also  inhibit  investigation  pharmally  appointed  like  lao  liong  lo  davao  city  tie  pres  duterte   
1, apatnaput  siyam  taon  nakalipas  ginigipit  rin  mamamayang  pilipino  paggiit  karapatan  rehimeng  duterte   
1, duterte  war  red  marcos  martial  law  survivor  fall  victim   
1, never  martial  law  marcos  duterte  pinagkaiba  tuta  diktador  mapang  api  masa   
2, watch  president  rodrigo  duterte  questioned  competency  philippine  red  cross  numerous  case  false  positive  laboratory  workingpcoo  covid19ph   
2, panoorin  kinuwestiyon  pangulong  rodrigo  duterte  kakayahan  philippine  red  cross  matapas  lumabas  maraming  kaso  false  positive  covid  19  laboratoryo  workingpcoo  covid19ph   
2, ofw  bilib  bilib  rin  kay  duterte  magsiuwi  kayo  haha  galing  galing  kayo  poon  niyo  diba  uwi  kayo  naman  maexperience  niyo  yung  nararanasan   
1, untvnewsrescue  rt  pinayagan  pangulong  rodrigo  duterte  pilot  testing  limitadong  face  face  class  120  paaralan   
2, untvnewsrescue  rt  kinuwestyon  pangulong  duterte  umano  false  positive  test  result  covid  19  ilang  laboratoryo  ph  red  cross   
1, untvnewsrescue  rt  president  rodrigo  duterte  address  nation  september  20  2021  watch   
2, dont  surprised  turn  marcos  duterte  ticket  duterte  instrument  marcoses  gain  back  malaca  wasnt  obvious  start  hope  doesnt  happen  truth  destroy  lie  peddled  marcos  dd  troll  neveragain 
1, hoooooooooh  duterte  afp  pnp  terrorista   
2, alert  hinarangan  pulis  kabataan  nagmamartsa  liwasang  bonifacio  nananawagang  tugunan  duterte  pandemya  patahimikin  mamamayan  kabila  mapayapang  pakikipag  usap  binomba  tubig  marahas  binuwag  pnpberdugo 
2, duterte  marcos  pinag  parehong  tuta  diktador  pasista   
2, well  paguusapan  si  sya  yong  langaw  tumuntong  kalabaw  ma  mataas  kalabaw  porke  bigyan  sya  importansya  dutertepalpak  parang  ahas  tinuka  kamay  duterte  lang  makikita  tunay  kulay   
2,   isko  duterte  mark  word  lang  nga  marunong  magpapatay   
1, hoping  rant  condemn  criticize  call  oust  pres  duterte  also  run  presidency   
1, canada  cutie  nanalo  si  pacquiao  bbm  duterte  go  next  election 
2, let  serve  reminder  solidarity  mass  ousted  tyrant  past  duterte  capable  repeating  history  statement  franchesca  terese  salvador  pamela  mae  tagle  putri  layla  wadi  pub  jax  figarola 
2, commission  human  right  magsasagawa  programa  matapos  silang  harangin  welcome  rotonda  tuloy  programa  manawagang  never  duterte  never  marcos  mamayang  4  6pm  screenshot  christian  gultia  via   
1,   atty  duterte  lawyering  people  chinese   
2,   stake  high  2022  election  duterte  country  opportune  time  review  reconsider  lesson  1972  opinion  thoughtleaders  phvote  wedecide   
2,   rhodora  want  leave  choose  migrate  abroad  uncertainty  philippine  government  president  marcos  looking  back  30  year  glad  left  philippine  need  leader  continue  president  duterte  started   
1, di  kelangan  duterte  martial  law  karahasan  rin  sinasagot  kapulisan  mapayapang  protesta  acab 
1, marcos  duterte  mnl48  2nd  general  election  neverforget  neveragain  please  mute  disagree   
2,   di  yan  jan  gawa  nga  grace  poe  mar  roxas  nag  pahati  boto  opposisyon  wala  sana  yang  grace  poe  panalo  sana  16m  lang  po  bumoto  pangulo  duterte  andami  namang  anomalya  gaya  pharmally   
2, abscbnnews  takot  takot  rehimeng  duterte  protesta  protester  sits  front  police  barricade  near  qc  welcome  rotonda  questioning  stopped  holding  protest  despite  secured  permit  via   
2, ika  20  kasi  setyembre  nang  ianunsyo  presidential  spokesperson  harry  roque  department  education  deped  pilot  implementation  face  face  class  low  risk  area  pagdating  virus  bagay  aprubado  pangulong  rodrigo  duterte  covid19ph 
1, duterte  marcos  pinag   
2, president  rodrigo  duterte  monday  sept  20  said  attacking  merely  asking  transparency  philippine  red  cross  prc  chairman  chief  executive  officer  ceo  sen  richard  gordon   
2, commission  human  right  magsasagawa  programa  matapos  silang  harangin  welcome  rotonda  tuloy  programa  manawagang  never  duterte  never  marcos  mamayang  4  6pm  screenshot  christian  gultia   
1,   isko  moreno  neophyte  mayor  2  year  candidate  president  stood  duterte  month  ago  1sambayn 
1, eto  si  inday  sarah  duterte  presidente   
2, 2016  indignation  rally  protest  marcos  sr  given  hero  burial  marcos  raped  pillaged  country  duterte  gave  hero  burial  worse  called  idol  seem  following  footstep  neverforget  neveragain  neveragaintomartiallaw   
1,   busy  si  duterte  pagtanaw  utang  loob  taga  davao   
2, group  also  criticized  duterte  administration  following  marcos  legacy  corruption  repression  right  amidst  covid  19  pandemic  athmcortez  davaotoday  com   
2, main  architect  philippine  president  rodrigo  dutertes  drug  war  said  monday  would  rather  convicted  even  hanged  filipino  court  foreign  one  role  deadly  crackdown  abogadonews  davao 
1, lot  complaint  online  class  duterte  trying  bring  back  face  face  class  limited  people  still  complain   
1,   pls  maybe  he  better  duterte   
1,   neveragain  marcos  duterte  saw  fb  post  really  strike  please  retweet  spread   
2, cheat  sheet  tyranny  duterte  sure  copying  marcos  rodrigo  duterte  building  fascist  regime  seemed  taken  page  two  ferdinand  marcos  playbook  neveragain  neverforget  ml49 
1,   twitter  remove  limit  letter  count  napakahaba  komento  korapsyon  gobyerno  duterte  kainis   
1,   neveragain  neveragaintomartiallaw 
2, hiya  pinapatunayan  lang  wala  talagang  pagkakaiba  bata  militar  marcos  de  facto  martial  law  duterte  parehong  dahas  tugon  mamamayan  gutom  naghuhirap  tiraniya  neveragaintomartiallaw  stoptheattacks  fighttyranny 
2, kasabay  paggunita  masahol  bata  militar  nagsagawa  protesta  candle  lighting  ceremony  ibat  ibang  organisasyon  kabataan  upang  singilin  rehimeng  marcos  duterte  paglabag  karapatang  pantao  masang  pilipino  neveragain  neverforget 
1, want  duterte  administration  need  new  leader  better  administration   
1, garapal  yung  davao  boy  dutert   
1,   ma  kwenta  siguro  mag  nail  cutter  gabi  ksa  makinig  kay  duterte   
1, djhfkhjfhgdj  lagot  si  duterte  kay  gordon 
1,   international  clown  court   
2,   historical  repetition  land  grabbing  massacre  injustice  ever  campus  journalist  echo  resounding  chant  broad  mass  end  duterte  tyranny  dictatorship   
2,   neveragain  marcos  duterte  maarte  tandem  madadramang  kriminal   
1, obob  kayo  laging  talo  goal  niyo  kasi  beat  duterte  lang  wala  kayong  plataporma  de  gobyerno  jusko   
2, wala  nga  bang  nakaw  yaman  marcos  kay  pangulong  duterte  wala  daw  patunay  nagnakaw  marcos  kay  former  pcgg  comm  arthur  defensor  sr  500  million  swiss  account  deposit  marcos  naibalik  pilipinas  ebidensya  pressoneph   
2, kasabay  paggunita  masahol  bata  militar  nagsagawa  protesta  candle  lighting  ceremony  ibat  ibang  organisasyon  kabataan  upang  singilin  rehimeng  marcos  duterte  paglabag  karapatang  pantao  masang  pilipino  neveragain  neverforget   
1,   yxy  alexa  play  traitor  olivia  rodrigo  duterte  ayy  este  olivia  rodrigo   
1, love  seeing  papi  rin  kian  alex  ja  friend  nagsheshare  nagpopost  fb  politics  duterte  admin  martial  law  ill  treasure  forever   
2,   kay  duterte  denr  sec  roy  cimatu  malamang  dagat  rin  tae  basura  manila  bay   
2, ipinagpapanawagan  pagkundena  pilit  pagrereplika  administrasyong  duterte  pang  aabuso  karapatang  pantao  pagnanakaw  kaban  bayan  diktador  si  marcos  3  4   
1, isyu  false  positive  pcr  test  result  redcross  sinisi  duterte  kay  gordon  panoorin   
1,   alexa  play  traitor  olivia  rodrigo  duterte  ayy  este  olivia  rodrigo   
2,   overall  deputy  ombudsman  warren  rex  liong  former  p  dbm  director  former  lawyer  president  duterte  assures  lawmaker  voluntarily  inhibit  government  deal  pharmally  brought  ombudsman  via   
1,   spitious  parehas  lang  kay  duterte   
1,   fucking  nakatira  tabi  ilog  tahi  tahimik  rito  raming  ibon  lumilibot  tangina  sisirain  iyan 
2, corruption  illegal  drug  big  problem  country  since  duterte  admin  good  job  lessen  illegal  drug  stop  corruption  cant  justify  answer  asked  senate  daydreamer   
2,   araw  araw  akong  nadadaan  dyan  roax  blvd  tell  sobrang  proud  pag  nakikita  yung  solar  powered  sewerage  treatment  facility  nakatayo  dun  pwede  palang  ganon  sana  pala  ganyan  duterte  time 
1, duterte  question  gordon  pdaf  allegedly  false  positive  covid  19  case  prc  lab  cnn  philippine   
2, overall  deputy  ombudsman  warren  rex  liong  former  p  dbm  director  former  lawyer  pres  duterte  assures  lawmaker  voluntarily  inhibit  government  deal  pharmally  brought  ombudsman   
1, gordon  tell  duterte  bully  via  filipino  people  fight  back  bully  duterte   
2, alert  ngayong  araw  komemorasyon  bata  militar  sapilitang  pinigilan  hinarass  berdugong  militar  nasa  kilo  protesta  iginagawad  pasistang  rehimeng  duterte  afp  pnp  instrumento  malawakang  pambubusabos  masa  afp  pnp  terrorista   
1, ayaw  kay  duterte  pinagtatanggol  si  marcos  yung  sinasabi  nya  eh  nabasa  lang  nya  facebook  youtube   
1,   philippine  martial  law  survivor  reject  marcoses  return  palace  duterte  bid  retain  power  published  chineselgz   
1,   agoy   
1, duterte  drug  war  enforcer  say  prefers  hanged  philippine  trump  start  tribulation   
2, panoorin  hinarangan  kapulisan  progresibong  grupo  pagtungo  liwasang  bonifacio  upang  magprotesta  49th  martial  law  commemoration  malinaw  sinisiil  rehimeng  duterte  lehitimong  panawagan  sambayanang  pilipino  neveragain   
2, kasabay  nagkakaisang  sigaw  ibasura  terror  bill  kawalan  pagkakaiba  diktaturyang  marcos  duterte  tapusin  rehimeng  duterte  neveragain  tumindighuwagpaloko  dutertewakasan 
2, daming  nag  unfollow  minadali  raw  si  robredo  komentaryo  lang  naman  wala  naman  akong  kapangyarihan  makaapekto  desisyon  robredo  ngayong  nag  iingay  anti  duterte  kay  isko  lang  magpa  follow  ba  ulit  kayo   
1, nakakatuwa  yung  dd  friend  fb  mafeel  duterte  empire  falling  apart  bible  verse  pinopost  wall  fun  hahaha 
2,   marcos  duterte  2022  vanish  negative  people  country  lalo  maksarili  kurakot  theyre  afraid  marcos  comeback  hmmm  tinatago  kayo  baho  nyo  traitor   
1, duterte  takot  bos  masang  pilipino  oustdutertenow  neveragain  neverforget 
2, mobilization  part  regionwide  commemoration  declaration  martial  law  attack  manifestation  dutertes  de  facto  martial  law  different  marcos  dictatorship  neveragaintomartiallaw  stoptheattacks  fighttyranny 
1, dd  anung  mssabi  nyo  cnungaling  itong  sister  duterte  si  rodrigo  bbm  ddsmgabuang 
2,   tony17  credibility  issue  bec  duterte  none  filipino  wait  gordon  wld  say  prrd  tirade  tanong  kelan  matatakot  diyos  tao  duwag  gobyerno  tanga  katiwalian  kapalpakan  digong  dutertepalpak  dutertecorrupt 
2, still  trust  office  ombudsman  issue  dubious  transaction  p  dbm  doh  pharmally  overall  deputy  ombudsman  warren  rex  liong  duterte  ex  consultant  former  director  p  dbm   
2,   ring  patuloy  singilin  rehimeng  duterte  mahigit  taong  pagkasadlak  estudyante  guro  palpak  pahirap  distance  learning  sapagkat  natatanging  bara  upang  tuluyang  bumalik  nang  ligats 
2, paaralan  upang  magamit  estudyante  pasilidad  kagaya  library  ayon  kay  igbo  naninindigan  unyon  kailangang  gawing  prayoridad  administrasyong  duterte  pagtugon  krisis  edukasyon  withstanding  rin  panawagan 
2, press  release  september  21  2021  nusp  nusp  kay  duterte  itaguyod  rekisito  ligtas  balik  eskwela  pilot  testing  face  face  class  ayon  kay  presidential  spokesperson  harry  roque  inaprubahan  duterte  pilot  testing  physical  class   
2, grabe  every  time  scroll  fb  meron  akong  inuunfollow  nakakainis  makakita  post  politics  shuta  nakakadiri  ung  ulol  ulol  kay  duterte  tapos  nasa  ibang  bansa  uwi  kayo  namnamin  niyo  pagkatanga  niyo  palibhasa  di  kayo  nagsusuffer   
2, tignan  kabila  desperadong  atake  pigilan  protesta  patuloy  nanindigan  nanawagan  mamamayan  upang  wakasan  diktadurya  duterte  duterte  wakasan  oustdutertenow  neveragain  neverforget   
2,   stake  high  2022  election  duterte  country  opportune  time  review  reconsider  lesson  1972  opinion  thoughtleaders  phvote  wedecide   
1, gordon  admin  exec  let  duterte  use  destroy  ph  red  cross   
1, kasalanan  ama  kasalanan  anak  move  best  president  former  president  ferdinand  marcos  president  duterte  marcos  istandfortonigonzaga 
1, marcos  duterte  pinag  parehong  tuta  diktador  pasista   
1,   votewisely2022  bato  realising  duterte  old  ill  he  neither  crimesagainsthumanity   
2,   yes  coa  executive  branch  sad  say  executive  compromised  least  glaring  appearance  compromised  mainly  thing  duterte  vilifying  senate  investigation   
1,   palalalain  pakyaw  poverty   
2, tingnan  hinarangan  kapulisan  hanay  manggagawat  magsasaka  patungo  liwasang  bonifacio  upang  gunitain  ika  49  anibersaryo  bata  militar  marcos  labanan  diktadura  duterte  neveragain  neverforget  dutertewakasan   
1,   arroyo  jica  study  aquino  updated  jica  study  duterte  implementation 
2, inutang  pera  ninakaw  buhay  nina  marcos  duterte  pagbayarin  itigil  pagpaslang  isulong  hustisya  karapatang  pantao  tandaan  hinding  pasisiil  pilipino  diktaturya  never  forget  never  dictatorship   
2, nakikiisa  organisasyon  pagtutol  diktaturya  marcos  panibagong  diktaturya  duterte  malilimot  kataksilan  dalawang  diktador  pilipinas   
2, kaakibat  panawagang  wakasan  rehimeng  duterte  pinagkaiba  kay  marcos  neverforget  neveragain  dutertewakasan  3  3   
1, marcos  apologist  leni  apologist  duterte  apologist  pwede  pala  lagyan  apologist  negative  dating  pag  marcos  apologist  nagpasimula   
2, binigyang  diin  senador  ronald  bato  dela  rosa  nangyaring  crime  humanity  pilipinas  administrasyon  pangulong  rodrigo  duterte  tunaynatabloidista  abantenews  ronalddelarosa 
1, kasabihan  dati  kasabihan  pera  basura  ngayong  duterte  level  pera  pandemya   
1,   bbm  duterte  naman  kalaban  personal  galit  siguro  ung  tinutukoy 
1, gordon  return  dutertes  dare  worst   
2,   huge  chinese  investment  duterte  bowed  xi  jinping  last  five  year  still  see  trickle  chinese  investment  best  course  ph  make  economy  strong  ideal  investment  without  kowtowing  others  best  interest   
2, thread  marcos  duterte  pinag  rememberingmartiallaw  golden  age  best  president  historical  revisionism  read  understand  data  see  greatest  robbery  government  see  trace  present  neverforget  neveragain   
2,   duwag  matapang  bumuwelta  si  sen  gordon  tirada  pang  duterte  aniya  natatakot  anong  puwedeng  gawin  pangulo  lalot  puro  banta  lang  naman  pag  nakatatanggap  kritisismo  basahin   
2, president  rodrigo  duterte  allowed  conduct  limited  face  face  class  120  school  low  risk  area  department  education  eped  ph  said  thepostph  phstudenttambayan   
2,   lalong  lalo  wag  mong  ipamukha  yang  noynoy  nya  nanjan  si  duterte  sukang  suka  tao  yolandafunds  dengvaxia  saf44  haciendaluisita  pdaf  philhealth  risa  dalian  train  etc  etc  worst  pres  ever   
1, dont  care  troll  legit  ba  yung  account  yun  putangina  nakakatakot  talaga  pag  pinamunuan  ulit  pang  duterte  marcos   
2, nakakagulat  ung  book  selling  group  member  fb  daming  marcos  apologist  akala  tlaga  pag  mahilig  magbasa  naniniwala  nga  ganon  guess  im  wrong  dami  kcing  ayaw  kay  duterte  group  kala  nman  lumipat  lng  pala  nakakawalang  gana  tuloy  d2  pinas   
1,   korek  nga  bye  abnoy  naabo   
2, human  right  violation  martial  law  regimeng  marcos  kaakibat  panawagang  wakasan  rehimeng  pahirap  pabaya  inutil  pasista  administrayong  duterte  neverforget  neveragain  dutertewakasan  2  2   
1,   duterte  marcos  sumali  kapa  ppb  jusq  di  pwede  bawal  dd  marcosist 
1, rodrigo  roa  duterte  president   
2, noong  martial  law  henerasyon  magagaling  kabataan  pinagpapatay  pagmamahal  bayan  sina  duterte  yung  naiwang  wala  namang  kwenta  nalang  pinagtitiisan  natin   
1, marcos  duterte  pinag  parehong  pasista  pumapatay  neveragaintomartiallaw  neverforget 
1,   arbolario  rodrigo  roa  duterte  president 
1,   duterte  marcos  yes  princess  pretty  leni  omg   
2, really  feel  bad  anti  vaxxers  kaso  refuse  listen  reason  galit  big  pharma  kuno  keri  lang  pharmally  kasi  friend  duterte  naman  yikers   
2, tignan  ngayong  pambansang  araw  protesta  dumagsa  libu  libong  mamamayan  liwasang  bonifacio  manila  upang  kundenahin  korapsyon  pasismo  diktador  marcos  duterte  neverforget  neveragain  abolishntfelcac  dutertewakasan   
2, 1971  rey  casambre  physic  math  teacher  baguio  arrested  interrogated  plaza  miranda  bombing  arrested  2018  pres  duterte  signed  eo  70  established  national  task  force  end  local  communist  armed  conflict   
1, sisiguraduhin  pangulong  rodrigo  duterte  ibabalik  dating  pagkatao  si  senador  gordon  tunaynatabloidista  abantenews 
1, ayusin  mo  muna  balwarte  mo  mangako  langit  wag  pairalin  utak  3  month  polsci   
1, president  rodrigo  r  duterte  save  nation  duterte  resign  sign  petition  via   
1, president  rodrigo  r  duterte  save  nation  duterte  resign  sign  petition  via   
1,   trueee  wag  kiyo  iboto  si  duterte  pag  bise   
1,   isama  pati  ninakaw  duterte  cabal  pdaf  scammer   
1, hirap  duterte  kahangahanga  one  sentence   
2, q  amp  international  criminal  court  go  duterte  drug  war  philippine  center  investigative  journalism  chronlaw  international  criminal  court  news  internationalcriminalcourt  news  law  attorney  lawyer 
1, marcos  duterte 
1, marcos  duterte  neverforget  neveragain 
2,   dd  lang  tanga  kse  nanalo  lng  nman  si  duterte  internet  gawa  tulfo  mocha  uson  wla  troll  di  mnanalo  yan  nauto  luzon 
1, swimming  sana  kaso  level  4  eme  eme  pala  rizal  huhuhuhuhuhhhh  duterte  friend  pangit  kasalanan  nyo 
2, duterte  law  office  specialization  hiding  corrupt  practice  criminal  chinese  conducting  business  philippine  particularly  govt  instrumentality  result  guaranteed  get  immediate  attention  cabinet  military  amp  police  side   
1,   duterte  came  wanting  friend  china  got  rolled  xi  losing  friend  rapidly   
1, yung  todo  defend  palang  kay  duterte  dimona  kinakaya  dinedefend  naman  yung  martial  law   
2, oh  ninyo  crime  humanity  yayabang  ninyo  namayagpag  kayo  bahag  buntot  ninyo  deserve  punished  president  duterte   
1,   tutal  kababayan  daw  si  duterte  nanay  artsy  fartsy  cocaine  fentanyl 
1, ayaw  kay  duterte  kay  marcos  damn  pick  side 
2, pabahay  mahihirap  sagot  administrasyong  duterte  bahagi  development  goal  bansa  proyektong  pinapaigting  administrayong  duterte  mabigyan  disenteng  bahay  kababayang  mahihirap  dutertelegacy  workingpcoo   
2, pabahay  mahihirap  sagot  administrasyong  duterte  bahagi  development  goal  bansa  proyektong  pinapaigting  administrayong  duterte  mabigyan  disenteng  bahay  kababayang  mahihirap  dutertelegacy  workingpcoo   
1,   rred  pinagpatuloy  duterte  nga  duterte  mamatay  kayo  gutom  wala  akong  pakialam   
2,   good  kick  duterte  kick  chinese  investor  like  behind  pharmally  shabu  laboratory  shabu  smuggling  pogos  casino  fake  pharmaceutical  counterfeit  luxury  item  amp  like  hitting  2  ugly  vulture  1  stone   
2, president  rodrigo  duterte  yielded  inch  ongoing  word  war  senator  richard  gordon  currently  investigating  alleged  anomaly  surrounding  pharmally  corporation  pharmally  opinyon  wetakeastand   
1, marcos  duterte  magkatulad  via   
1,   elena  palit  si  duterte  2022  okay  bbm  2022   
1, isko  leni  pacquiao  eleazar  cayetano  duterte  marcos  duterte   
1,   kickback  duterte  gang   
1, similar  duterte 
2, duterte  surpassed  marcos  term  worst  parameter  number  people  murdered  5  yr  est  30  000  state  force  bogus  war  drug  ten  time  3  000  people  massacred  salvaged  military  police  force  14  yr  marcos   
1, laganap  extrajudicial  killing  panahong  marcos  maitatangging  bahagi  rin  administrasyong  duterte   
2, ika  49  taon  martial  law  magbalik  tanaw  kalupitang  hinataw  biktima  pasismo  diktador  si  marcos  laganap  paglabag  karapatang  pantao  pagkontrol  midya  korapsyon  mahahalintulad  palpak  pamumuno  duterte   
1, market  dumping   
2,   takot  takot  rehimeng  duterte  protesta  protester  sits  front  police  barricade  near  qc  welcome  rotonda  questioning  stopped  holding  protest  despite  secured  permit  via   
2, duterte  kailan  makukulong  hiniling  pres  rodrigo  duterte  abisuhan  kailan  makukulong  kaugnay  imbestigasyon  international  criminal  court  war  drug   
1,   recently  supporter  murderous  president  duterte   
1,   duterte  set  standard  low  maski  nalang  gung2  pwede   
1,   time  look  like  duterte  tight  xi  thought  chinese  fishing  boat  huge  impact   
2, putangina  talaga  gumana  mic  grading  recitation  kingina  talagdfnrndndmdmfnfngkroutangina  mo  duterte  kasalanan  mo 
2, 49th  anniversary  marcos  martial  law  filipino  mass  would  celebrate  marcoss  martial  law  50th  anniversary  2022  voting  president  amp  duterte  vp  halalan2022  wag  naman  neverforget  neveragain  neveragaintomartiallaw 
1,   neveragain  neverforget  marcos  duterte 
1, martial  law  survivor  reject  marcoses  return  palace  duterte  bid  retain  power   
1, duterte  red  cross  required  annual  report  filipino  duterte  saln   
1, support  marcos  amp  duterte 
2, 3  lang  choice  election  bongbong  marcos  v  sarah  duterte  v  manny  pacquiao  who  president  left  philippine   
2, presidential  spokesperson  harry  roque  say  testing  laboratory  also  looked  shoot  dutertes  order  ensure  accuracy  covid  19  test  result   
2, like  charac  development  oomfs  bc  yes  u  cant  h8  duterte  hr  violation  glorify  marcoses  thing  u  h8  pls  register  voter  vote  wisely   
2, naalala  kagabi  hahahaha  kaming  nagdebate  papa  dun  balita  abt  pag  apbruba  duterte  f2f  class  pilot  hahahahaha  good  way  naman  us2  lang  ipaglaban  mahirap  talaga  tong  online  class  hehe   
1,   punk  wondering  never  mean  living  duterte  administration   
1,   ma  taong  bayan  totoong  serbisyo  president  duterte  bebe  sulok  pilipinas  natamasa  pagbabago  probinsya  parating  napabayaan  dati  lalo  yong  isolated  area  bundok  naabot  programa  pati  elcac  ip   
2, daming  nakadeploy  pulis  hinaharangan  nagpprotesta  akala  mo  krimen  magalit  hinayupak  si  duterte  totoo  g  kriminal  yung  nasa  malacanang  yung  harangin  niyo  yung  ikulong  niyo  neveragaintomartiallaw 
1,   giveaway   
1, martial  law  survivor  reject  marcoses  return  palace  dutertes  bid  retain  power   
1, senador  biglang  bumabangga  kay  duterte  freedelimanow   
2, de  facto  martial  law  marcos  duterte  aspired  build  edifice  meant  create  illusion  progress  conceal  bloodshed  unleashed  upon  filipino  especially  upon  poor  vulnerable  dutertemarcoswakasan   
1, view  contrast  sharply  many  duterte  position  china   
2, presidential  communication  operation  office  pcoo  secretary  martin  andanar  emphasized  anti  drug  campaign  duterte  administration  relentless  even  covid  19  pandemic  full  story   
2, statement  tuesday  samahan  ex  detainee  detensyon  aresto  cautioned  public  monstrous  duterte  marcos  tandem  floated  run  2022  election  read   
2, senator  richard  gordon  tuesday  welcomed  president  rodrigo  duterte  order  investigate  alleged  false  positive  covid  19  test  result  conducted  philippine  red  cross  prc   
2, president  rodrigo  duterte  bully  sen  richard  gordon  said  hour  chief  executive  lambasted  senate  investigation  alleged  irregularity  procurement  country  pandemic  supply  read   
1, duterte  warns  senate  extract  govt  official  detained  corruption  probe   
2, look  presidential  spokesperson  harry  roque  defends  president  rodrigo  dutertes  order  probe  alleged  false  positive  covid  19  result  philippine  red  cross  lab   
2, look  presidential  spokesperson  harry  roque  defends  president  rodrigo  dutertes  order  probe  alleged  false  positive  covid  19  result  philippine  red  cross  lab   
1,   love  president  duterte 
2,   71  encourage  take  look  promoting  cross  chain  operation  based  riochain  using  substrate  parachain  provide  much  lower  gas  fee  faster  transaction  tps  3  000  staking  function  coming   
2,   leni  smart  keep  cool  bec  duterte  wicked  amp  vindictive  enemy  like  gordon  amp  leila  delima  take  stand  v  prrds  corruption  ineptitude  wps  amp  pandemic  response  always  reiterates  shed  run  bec  dont  want  palpakduterte  thief  marcos  2022 
2, dutertes  corruption  unprecedented  plundering  even  much  needed  fund  pandemic  ariel  ayik  casilao  anakpawis  party  list  national  president  former  rep  tumindig  dutertewakasanna 
2, duterte  supposedly  independent  branch  government  control  ariel  ayik  casilao  anakpawis  party  list  national  president  former  rep  tumindig  dutertewakasanna 
2, duterte  undisputed  copycat  marcos  averse  civil  political  socio  economic  right  principal  trait  dictator  ariel  ayik  casilao  anakpawis  party  list  national  president  former  rep  tumindig  dutertewakasanna 
2,   dear  ateneo  de  manila  good  hope  better  preventing  duterte  dictatorship  good  reminding  people  marcos  dictatorship  best  preventing  another  dictatorship   
1,   tothemoon 
1, duterte  waste  daddy  cum 
1, gordon  welcome  duterte  order  probe  red  cross  false  positive  incident  subic  via   
2,   duterte  administration  gained  notoriety  world  renowned  human  right  violator  dictator  following  like  ferdinand  marcos  peter  murphy  chair  international  coalition  human  right  philippine  ichrp  neverforget 
1, people  power  needed  marcosian  duterte  anakpawis  tumindig  dutertewakasanna 
1, gordon  return  dutertes  dare  worst  via   
1, magulo  political  party  nang  miembro  si  duterte  nga  naayos  duterte  gulo  partido  buong  bayan   
1, girl  sana  ok  lang  obvious  naman  troll  account  yan  di  yan  kamaganak  duterte  sana  ok  lola  mo   
2,   ganun  pala  eh  dont  go  nearest  court  amp  give  statement  affidavit  confession  everything  duterte  davao  cop  amp  chief  police  amp  dutertes  drug  war  chief  pnp  make  easy   
2, interesado  statement  inilalabas  fvp  leni  robredo  kasi  substance  puro  banat  paninira  kalaban  pamilya  marcos  ma  inaantay  statement  nina  prrd  mayor  inday  bbm  kasi  laman  sinasabi   
1, buti  u  donated  milyong  pfizer  vaccine  via  covax  facility  hand  duterte  government  spent  billion  tax  china  sinovac  vaccine   
2, senator  dick  gordon  countered  president  rodrigo  dutertes  latest  bashing  calling  boring  flustered  controversy  involving  pharmally  pharmaceutical  unravels  senate  blue  ribbon  probe  abogadonews  davao 
2,   tatakbo  mag  concede  talo  ipaglaban  boto  duterte  marcos  arroyo  candidate  manalo  comelec  software  glitch  hope  vpleni  president   
2, ngayong  anibersaryo  pagdedeklara  bata  militar  alalahanin  natin  pinaslang  peace  consultant  tiranikong  rehimeng  duterte  bayaning  tumindig  diktaduryang  marcos 
2,   duterte  one  dick  ding  malaman  ninanakawan  mo  prc  harapin  mo  sya  parang  lalake  dami  mong  daldal  leche   
1,   davao  lt  rodrigo  duterte  lang  sobrang  duwag  sobrang  panget  loob  labas  gah  go   
